@relation teste
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute classes {4,0,1,2,3,}
@data
0.9549202,0.024785563,1
0.95614386,0.017011933,1
0.9677812,0.025854241,1
0.9572977,0.02825828,1
0.9585316,0.052720465,1
0.96795416,0.039425556,1
0.9721554,0.027872201,1
0.9657308,0.033460468,1
0.97154504,0.034610268,1
0.95826286,0.020178573,1
0.9677668,0.025335405,1
0.9721554,0.027872201,1
0.9678793,0.032500654,1
0.9678793,0.032500654,1
0.98248774,0.015222735,1
0.98248774,0.015222735,1
0.96646136,0.030708903,1
0.9657262,0.03531027,1
0.97071034,0.030678663,1
0.96270764,0.034933694,1
0.9670632,0.024977382,1
0.9593195,0.034314692,1
0.96494395,0.029541085,1
0.9722896,0.030866336,1
0.96270764,0.034933694,1
0.9593195,0.034314692,1
0.9670632,0.024977382,1
0.9671373,0.03267652,1
0.96494395,0.029541085,1
0.97071034,0.030678663,1
0.96494395,0.029541085,1
0.97006375,0.025367066,1
0.9623832,0.032465942,1
0.9657262,0.03531027,1
0.9623832,0.032465942,1
0.9695506,0.024834175,1
0.9695506,0.024834175,1
0.97006375,0.025367066,1
0.9695506,0.024834175,1
0.96529293,0.020451121,1
0.9712883,0.030059969,1
0.9671373,0.03267652,1
0.9657262,0.03531027,1
0.9712883,0.030059969,1
0.9651424,0.029828798,1
0.9722896,0.030866336,1
0.98248774,0.015222735,1
0.9593195,0.034314692,1
0.9648894,0.029830635,1
0.96646136,0.030708903,1
0.96270764,0.034933694,1
0.96529293,0.020451121,1
0.97006375,0.025367066,1
0.9671373,0.03267652,1
0.9651424,0.029828798,1
0.9648894,0.029830635,1
0.9623832,0.032465942,1
0.96901435,0.039661456,2
0.9604386,0.022423672,2
0.9546571,0.04110498,2
0.95507956,0.027132943,2
0.97103035,0.029051213,2
0.9659338,0.024086677,2
0.96716976,0.020474588,2
0.97131926,0.022682598,2
0.9639566,0.047106013,2
0.9660534,0.02503287,2
0.9823736,0.02960183,2
0.9641094,0.028973673,2
0.9684157,0.03132301,2
0.9737686,0.03360833,2
0.94702613,0.024719957,2
0.96632856,0.03431905,2
0.9608519,0.025102442,2
0.9691366,0.030999318,2
0.9683308,0.026327712,2
0.96901435,0.039661456,2
0.95859474,0.022519449,2
0.9533883,0.022438223,2
0.9659036,0.028660508,2
0.95852244,0.04370326,2
0.9737686,0.03360833,2
0.9718279,0.023709923,2
0.96632856,0.03431905,2
0.9710754,0.030072805,2
0.9660534,0.02503287,2
0.9711612,0.030991588,2
0.95507956,0.027132943,2
0.97259706,0.033172667,2
0.9711612,0.030991588,2
0.9718279,0.023709923,2
0.9711612,0.030991588,2
0.9771823,0.03362836,2
0.96901435,0.039661456,2
0.9641094,0.028973673,2
0.9533883,0.022438223,2
0.96632856,0.03431905,2
0.9604386,0.022423672,2
0.9641094,0.028973673,2
0.9683308,0.026327712,2
0.9659338,0.024086677,2
0.96716976,0.020474588,2
0.9718279,0.023709923,2
0.9660534,0.02503287,2
0.9511722,0.028463703,2
0.97269946,0.036291722,2
0.96645504,0.027802564,2
0.9737686,0.03360833,2
0.94702613,0.024719957,2
0.9691366,0.030999318,2
0.9604386,0.022423672,2
0.9533883,0.022438223,2
0.96988475,0.030687576,2
0.94702613,0.024719957,2
0.96988475,0.030687576,2
0.95461893,0.041457035,2
0.9834438,0.020976475,2
0.96716976,0.020474588,2
0.95789,0.03648862,2
0.95507956,0.027132943,2
0.95859474,0.022519449,2
0.95859474,0.022519449,2
0.97103035,0.029051213,2
0.9529233,0.030198274,2
0.97103035,0.029051213,2
0.9659338,0.024086677,2
0.96988475,0.030687576,2
0.96001595,0.029331744,2
0.9683308,0.026327712,2
0.9691366,0.030999318,2
0.96533185,0.02747293,2
0.96905535,0.031059466,2
0.9553049,0.0371223,2
0.9662832,0.027056966,2
0.96831274,0.03190402,2
0.9662832,0.027056966,2
0.9696471,0.029200504,2
0.9793503,0.027005605,2
0.96533185,0.02747293,2
0.97563237,0.037216593,2
0.9672224,0.04446815,2
0.98743415,0.015522111,2
0.96752673,0.030162333,2
0.9553049,0.0371223,2
0.9793503,0.027005605,2
0.9656597,0.030765397,2
0.96697146,0.03895165,2
0.9650567,0.022956971,2
0.96905535,0.031059466,2
0.9656597,0.030765397,2
0.9696471,0.029200504,2
0.98743415,0.015522111,2
0.96533185,0.02747293,2
0.96752673,0.030162333,2
0.9704349,0.032823935,2
0.97024363,0.041258644,2
0.9732181,0.034579046,2
0.9704349,0.032823935,2
0.98743415,0.015522111,2
0.96284425,0.023632042,2
0.96752673,0.030162333,2
0.9710672,0.030231567,2
0.9553049,0.0371223,2
0.9601236,0.025243161,2
0.9646482,0.029063119,2
0.9693896,0.03235701,2
0.96284425,0.023632042,2
0.9656597,0.030765397,2
0.9732181,0.034579046,2
0.9704349,0.032823935,2
0.9649498,0.029729446,2
0.9601236,0.025243161,2
0.9696471,0.029200504,2
0.9650567,0.022956971,2
0.9649498,0.029729446,2
0.970771,0.026526801,2
0.9646482,0.029063119,2
0.96905535,0.031059466,2
0.9656005,0.03568172,2
0.9649498,0.029729446,2
0.9672224,0.04446815,2
0.9686087,0.03232894,2
0.9650567,0.022956971,2
0.9732181,0.034579046,2
0.9646482,0.029063119,2
0.96284425,0.023632042,2
0.9793503,0.027005605,2
0.9672224,0.04446815,2
0.963291,0.03145389,2
0.9710672,0.030231567,2
0.9710672,0.030231567,2
0.9601236,0.025243161,2
0.9662832,0.027056966,2
0.9644909,0.024707071,3
0.9523397,0.027980175,3
0.9719645,0.024414001,3
0.96105295,0.017891577,3
0.96356314,0.02283552,3
0.9674969,0.023378773,3
0.98962307,0.021909812,3
0.9613501,0.027140353,3
0.9523397,0.027980175,3
0.95774835,0.025414452,3
0.9449043,0.021414261,3
0.9613501,0.027140353,3
0.96279323,0.025475536,3
0.9645123,0.030941403,3
0.9449043,0.021414261,3
0.9719645,0.024414001,3
0.9674969,0.023378773,3
0.96105295,0.017891577,3
0.9702148,0.024796708,3
0.96395034,0.05011939,3
0.9554329,0.024486652,3
0.9553976,0.030144442,3
0.9449043,0.021414261,3
0.9702148,0.024796708,3
0.9613501,0.027140353,3
0.96356314,0.02283552,3
0.97385186,0.028676247,3
0.9719645,0.024414001,3
0.9645123,0.030941403,3
0.9702148,0.024796708,3
0.95963746,0.026190829,3
0.95963746,0.026190829,3
0.9554329,0.024486652,3
0.9683383,0.031588636,3
0.9645123,0.030941403,3
0.96356314,0.02283552,3
0.96279323,0.025475536,3
0.9683383,0.031588636,3
0.9553976,0.030144442,3
0.96395034,0.05011939,3
0.961244,0.053101204,3
0.96279323,0.025475536,3
0.9523397,0.027980175,3
0.9644909,0.024707071,3
0.95774835,0.025414452,3
0.961244,0.053101204,3
0.96105295,0.017891577,3
0.957538,0.033228,3
0.9678593,0.02792902,3
0.9744399,0.020675516,3
0.9649079,0.034781564,3
0.957538,0.033228,3
0.9692292,0.023453493,3
0.96234244,0.03311001,3
0.9649079,0.034781564,3
0.98753846,0.028374236,3
0.9720427,0.038984228,3
0.962942,0.028802918,3
0.9723129,0.024440477,3
0.9658344,0.027805436,3
0.9678593,0.02792902,3
0.96144104,0.027751883,3
0.97104394,0.031191317,3
0.962942,0.028802918,3
0.97179276,0.030957822,3
0.9717685,0.034944527,3
0.957538,0.033228,3
0.9692292,0.023453493,3
0.95950747,0.031548433,3
0.96892273,0.029802218,3
0.9788785,0.031166373,3
0.96892273,0.029802218,3
0.9560488,0.034979966,3
0.9678593,0.02792902,3
0.96144104,0.027751883,3
0.9588451,0.03909454,3
0.9703387,0.039551042,3
0.967529,0.032161236,3
0.9744399,0.020675516,3
0.96954495,0.047485463,3
0.96885705,0.04058114,3
0.9647263,0.02280368,3
0.96892273,0.029802218,3
0.9723129,0.024440477,3
0.9588451,0.03909454,3
0.9647263,0.02280368,3
0.96660537,0.027865604,3
0.962942,0.028802918,3
0.9560488,0.034979966,3
0.964182,0.025767999,3
0.9560488,0.034979966,3
0.9744399,0.020675516,3
0.9710829,0.038486682,3
0.967529,0.032161236,3
0.9647263,0.02280368,3
0.964182,0.025767999,3
0.9692292,0.023453493,3
0.9757016,0.037803557,3
0.9588451,0.03909454,3
0.9658344,0.027805436,3
0.96660537,0.027865604,3
0.9646855,0.027584184,3
0.9765274,0.023729224,3
0.97179276,0.030957822,3
0.9646855,0.027584184,3
0.96384895,0.03738221,4
0.9695479,0.025277322,4
0.9633334,0.027668506,4
0.9625362,0.033634692,4
0.97053313,0.02026694,4
0.9550168,0.01946531,4
0.96268165,0.03250079,4
0.9663656,0.024899792,4
0.9681623,0.037706207,4
0.9550168,0.01946531,4
0.9655197,0.034240957,4
0.97303617,0.019138763,4
0.9626095,0.025533026,4
0.9684299,0.021672405,4
0.96384895,0.03738221,4
0.95979923,0.024303352,4
0.9684299,0.021672405,4
0.96565247,0.040859766,4
0.96685493,0.03529386,4
0.977851,0.01871485,4
0.9684299,0.021672405,4
0.9625362,0.033634692,4
0.9644716,0.021204695,4
0.9663656,0.024899792,4
0.96735054,0.034246176,4
0.97303617,0.019138763,4
0.97303617,0.019138763,4
0.955517,0.01633009,4
0.95979923,0.024303352,4
0.96268165,0.03250079,4
0.9681623,0.037706207,4
0.95979923,0.024303352,4
0.9694112,0.029106712,4
0.96384895,0.03738221,4
0.9644716,0.021204695,4
0.9626095,0.025533026,4
0.9550168,0.01946531,4
0.9644716,0.021204695,4
0.9687379,0.028573506,4
0.96685493,0.03529386,4
0.9625362,0.033634692,4
0.96045345,0.031957533,4
0.97053313,0.02026694,4
0.9627634,0.039133534,4
0.955517,0.01633009,4
0.96268165,0.03250079,4
0.9600228,0.03030375,4
0.9655197,0.034240957,4
0.94950664,0.02461769,4
0.955517,0.01633009,4
0.9633334,0.027668506,4
0.96045345,0.031957533,4
0.9681623,0.037706207,4
0.9626095,0.025533026,4
0.96735054,0.034246176,4
0.96685493,0.03529386,4
0.97053313,0.02026694,4
0.9665539,0.02382196,4
0.9663656,0.024899792,4
0.96735054,0.034246176,4
0.96045345,0.031957533,4
0.9655197,0.034240957,4
0.9633334,0.027668506,4
0.96323323,0.026782531,4
0.9859072,0.01805041,4
0.9655288,0.035576914,4
0.96356267,0.030402748,4
0.9571285,0.030793572,4
0.9655288,0.035576914,4
0.96927214,0.027417451,4
0.96145046,0.03158955,4
0.9676881,0.026576696,4
0.96927214,0.027417451,4
0.9421438,0.027640922,4
0.9698653,0.028501153,4
0.980525,0.022027198,4
0.96263826,0.03431814,4
0.9699478,0.030141251,4
0.9713753,0.026204806,4
0.9577654,0.03094459,4
0.9665727,0.028680412,4
0.95898443,0.02615545,4
0.98102874,0.025750581,4
0.9571285,0.030793572,4
0.9570366,0.032208644,4
0.9859072,0.01805041,4
0.95542353,0.028413195,4
0.9577654,0.03094459,4
0.95394504,0.031002806,4
0.9713753,0.026204806,4
0.95542353,0.028413195,4
0.9647568,0.027774433,4
0.96145046,0.03158955,4
0.96263826,0.03431814,4
0.96809673,0.030179814,4
0.9859072,0.01805041,4
0.9647568,0.027774433,4
0.96927214,0.027417451,4
0.9571285,0.030793572,4
0.96323323,0.026782531,4
0.96263826,0.03431814,4
0.9585912,0.024687193,4
0.9577654,0.03094459,4
0.96289486,0.03051286,4
0.96145046,0.03158955,4
0.9699478,0.030141251,4
0.9665727,0.028680412,4
0.9652736,0.032361466,4
0.9585912,0.024687193,4
0.96323323,0.026782531,4
0.95898443,0.02615545,4
0.96289486,0.03051286,4
0.9665727,0.028680412,4
0.9668453,0.02842183,4
0.9713753,0.026204806,4
0.96289486,0.03051286,4
0.96809673,0.030179814,4
0.9655288,0.035576914,4
0.96275145,0.041817836,4
0.96356267,0.030402748,4
0.9699478,0.030141251,4
0.96809673,0.030179814,4
0.96189255,0.036295492,4
0.9647568,0.027774433,4
0.9585912,0.024687193,4
0.95898443,0.02615545,4
0.96356267,0.030402748,4
0.95542353,0.028413195,4
0.95722103,0.026351962,4
0.95626444,0.033236712,4
